symbol_index,normalized_pam4_symbol,tx_center_sample_v,channel_center_sample_v,afe_center_sample_v
8589,3.0,0.4447306443655041,-0.018516571934707085,0.16879103280670074
8615,-1.0,-0.15169961378079122,-0.0816250456809807,-0.2099400046792106
8640,-3.0,-0.4477888753002864,0.017252079259117977,-0.1256279515599265
8666,1.0,0.14643022292977542,-0.054065994486188956,-0.04145076687710435
8692,1.0,0.14847097671306128,0.11832530572514795,0.2286592976241651
8717,-1.0,-0.15152922635336546,-0.08245687681435376,-0.1687011953505318
8743,1.0,0.15169975383918471,0.166475052129675,0.29502325991970174
8768,-1.0,-0.14643024650940709,0.05058557636441117,0.05486314039491873
8794,-3.0,-0.4466009396087599,-0.08240874908692461,-0.31485406378857383
8820,-3.0,-0.44456023632877056,0.04110732506034952,-0.09052829381569538
8845,1.0,0.14625999076724516,0.03407315608516633,0.05301502936288137
8871,3.0,0.4494884465170881,0.025011440411112133,0.21181189071283024
8897,1.0,0.15152908727801295,-0.0024776652614454794,0.07004737284531934
8922,-1.0,-0.1484708626362979,0.034165936663324833,-0.05830703946363547
8948,3.0,0.4496588629789353,0.05615317099738651,0.26591743369330295
8974,1.0,0.14982942611870143,0.031113864209005044,0.10224657646648394
8999,-3.0,-0.4494884114992168,-0.0389521678645139,-0.19447407248523096
9025,-1.0,-0.1481299880678542,-0.01744692930688473,-0.06616676872197103
9050,1.0,0.15135865116585473,0.035425825219538534,0.09670135792672716
9076,3.0,0.444730710845072,0.11091971431902344,0.3184871928472638
9102,1.0,0.14677131976909136,0.06699367802935977,0.17144229885863443
9127,-3.0,-0.44778878197346156,-0.036253091954858895,-0.17110039476376535
9153,1.0,0.15187007250876156,0.12031780313302957,0.2907050118443584
9179,-3.0,-0.44812971721615674,-0.031168193164048008,-0.24388182903521116
9204,-1.0,-0.1481298859899851,0.07806853293592808,0.0590587893559162
9230,1.0,0.14847102592561212,0.06410655532252574,0.1775011940483812
9256,1.0,0.1462597951149744,-0.12843468809557357,-0.1472944377533444
9281,1.0,0.14660093252849088,-0.02021753051485558,0.027982213121818172
9307,1.0,0.1496589047739039,-0.05479789107848694,-0.036555930582195674
9333,-3.0,-0.449829488035589,-0.13714809312900256,-0.3695881578587677
9358,-3.0,-0.44473080479310356,-0.05201211281934635,-0.2416017731674514
9384,-3.0,-0.44660080362534543,-0.15377684580403364,-0.39300443199342977
9409,3.0,0.4500000383358627,0.15634073982236485,0.44921557609041374
9435,3.0,0.4443896965319607,0.002921112761801587,0.13590368219464072
9461,-1.0,-0.1484710025292248,-0.057556258175441286,-0.16570470544468952
9486,3.0,0.44812993849198834,0.09931899904780438,0.33831476295400287
9512,1.0,0.1516996777367453,0.12554960438844606,0.25298265133641107
9538,1.0,0.14847098096689532,0.0897873128350484,0.20405980675942828
9563,1.0,0.15152907443242553,0.05054664995751304,0.15044015206476397
9589,-1.0,-0.14982954555740643,-0.02464600782614107,-0.0643631757143227
9615,-3.0,-0.4466010072790092,-0.16927043670620967,-0.4398561073479653
9640,1.0,0.14625987678614177,-0.04993681335489938,-0.07274561820276024
9666,-3.0,-0.4498294612847654,-0.07853670335048343,-0.3157822422886257
9692,-3.0,-0.4498294852232645,-0.16423602450690547,-0.40653039807122826
9717,1.0,0.14660068411535787,-0.11012301937586683,-0.08673841424880356
9743,-1.0,-0.14643028442029232,-0.013264731333538539,-0.04031901639715077
9768,-3.0,-0.44473064430004156,-0.070706853582861,-0.27534863023292344
9794,-3.0,-0.44608943957717684,-0.032207195989607446,-0.17527350714161183
9820,1.0,0.14795937407705606,-0.08903565428214832,-0.0937702036059494
9845,1.0,0.14795948973158962,-0.03935873451326388,-0.04124192944252715
9871,1.0,0.15135840420100025,-0.009931973815802159,0.01973408171080014
9897,-3.0,-0.44999996788195534,-0.1857174505894462,-0.47878085923702873
9922,3.0,0.44660101318893564,0.10958983415313679,0.34532500763862384
9948,-1.0,-0.14795938660620078,0.03379872267193691,0.016414977946665486
9974,-1.0,-0.15135852054707982,0.01602156479020523,-0.025344387017155356
9999,3.0,0.44438964572062006,-0.012964288483538425,0.09013802692872802
10025,1.0,0.1481297958065629,-0.11975172002387588,-0.11177613412910102
10050,3.0,0.4445602059931518,-0.02713081039465133,0.08760213496517688
10076,1.0,0.15152899653379556,0.028613792338689947,0.09756977174536707
10102,-3.0,-0.44438972330493476,0.04504702993222946,-0.08824174616906061
10127,1.0,0.14677133495806716,0.05000762596847432,0.1440458074348997
10153,-3.0,-0.4445600846232143,0.06811441191466013,-0.06344710888160342
10179,1.0,0.151529088103054,0.036062547679151,0.11684427222591315
10204,-3.0,-0.4479593979502834,-0.011862179888922832,-0.19860287257669276
10230,1.0,0.1516996227187729,0.08046581541603604,0.1915205748601346
10256,-1.0,-0.1496590272085681,-0.020304587163384062,-0.044521150866198206
10281,-3.0,-0.44660085646665176,-0.14158161353901141,-0.38192478271322927
10307,1.0,0.14965909152767137,-0.0038750416817927447,0.010052355827998299
10333,-3.0,-0.44643030548870843,-0.018265687323442924,-0.19496395675400433
10358,-1.0,-0.14847093766458969,-0.07954792667453398,-0.19982548029592773
10384,3.0,0.44948836203620846,0.038641353706645,0.22018447765481386
10409,-1.0,-0.15169968464828137,-0.09587049137664092,-0.20853729255781034
10435,3.0,0.44948852804949063,0.12454125792087456,0.31253038271553857
10461,-3.0,-0.44965889449985463,-0.09656567809847447,-0.29909120847624115
10486,3.0,0.45000001972820536,0.1193783838518369,0.41176104560711513
10512,3.0,0.4483002932692004,0.13756658066686167,0.40422776436063484
10538,1.0,0.15135854250859754,0.045712085701352975,0.0939575973838851
10563,1.0,0.15135864361640766,0.023490918967852173,0.0646180070128839
10589,-1.0,-0.1498293948175641,-0.020632712071543963,-0.07161593956776655
10615,-3.0,-0.4464302582123797,-0.09784775575303854,-0.3113298656827389
10640,-3.0,-0.446430211847339,-0.11064970010463435,-0.34582072769329497
10666,-1.0,-0.15187020203240806,-0.1695528056173186,-0.32959418904835536
10692,-1.0,-0.14812990295820316,-0.023321970475271514,-0.06238344892527513
10717,-1.0,-0.14812977889532875,0.06081549936114351,0.046078095258460766
10743,-1.0,-0.148300461649444,-0.05131530257575263,-0.1414550420104086
10768,1.0,0.14677138445351423,0.030987648481980115,0.14325011848401353
10794,-3.0,-0.4481299730059042,-0.11325463395799917,-0.3469298148243945
