afe_output_relative_time_ui,afe_output_pulse_v_per_pam_unit
187.62499999999994,5.7894815368641316e-05
187.74999999999991,5.784272116192469e-05
187.87500000000009,5.7790715131312634e-05
188.00000000000009,5.773879706942855e-05
188.12500000000006,5.7686966769521056e-05
188.25000000000003,5.763522402546162e-05
188.37500000000003,5.758356863174238e-05
188.5,5.7532000383473734e-05
188.625,5.7480519076382157e-05
188.74999999999997,5.7429124506807996e-05
188.87499999999994,5.73778164717027e-05
188.99999999999994,5.732659476862697e-05
189.12499999999991,5.727545919574825e-05
189.25000000000009,5.722440955183875e-05
189.37500000000006,5.717344563627287e-05
189.50000000000006,5.712256724902531e-05
189.62500000000003,5.707177419066907e-05
189.75000000000003,5.7021066262373066e-05
189.875,5.697044326590031e-05
189.99999999999997,5.691990500360559e-05
190.12499999999997,5.686945127843367e-05
190.24999999999994,5.6819081893916716e-05
190.37499999999994,5.6768796654172503e-05
190.49999999999991,5.6718595363901714e-05
190.62500000000009,5.6668477828386254e-05
190.75000000000006,5.6618443853486767e-05
190.87500000000006,5.6568493245640734e-05
191.00000000000003,5.651862581186027e-05
191.12500000000003,5.646884135972973e-05
191.25,5.641913969740395e-05
191.37499999999997,5.6369520633605714e-05
191.49999999999997,5.6319983977625204e-05
191.62499999999994,5.627052953931534e-05
191.74999999999994,5.622115712909252e-05
191.87499999999991,5.617186655793382e-05
192.00000000000009,5.6122657637374464e-05
192.12500000000006,5.607353017950587e-05
192.25000000000006,5.602448399697494e-05
192.37500000000003,5.597551890298047e-05
192.5,5.5926634711271266e-05
192.625,5.5877831236145996e-05
192.74999999999997,5.5829108292448736e-05
192.87499999999997,5.578046569556747e-05
192.99999999999994,5.573190326143296e-05
193.12499999999991,5.568342080651694e-05
193.25000000000009,5.563501814782864e-05
193.37500000000009,5.558669510291485e-05
193.50000000000006,5.553845148985646e-05
193.62500000000006,5.549028712726773e-05
193.75000000000003,5.544220183429357e-05
193.875,5.5394195430608164e-05
194.0,5.534626773641287e-05
194.12499999999997,5.5298418572434354e-05
194.24999999999997,5.525064775992259e-05
194.37499999999994,5.520295512064919e-05
194.49999999999991,5.5155340476905644e-05
194.62500000000009,5.5107803651500835e-05
194.75000000000009,5.5060344467759985e-05
194.87500000000006,5.501296274952247e-05
195.00000000000003,5.496565832113993e-05
195.12500000000003,5.4918431007474636e-05
195.25,5.487128063389768e-05
195.375,5.482420702628697e-05
195.49999999999997,5.477721001102564e-05
195.62499999999994,5.473028941500046e-05
195.74999999999994,5.468344506559916e-05
195.87499999999991,5.4636676790710026e-05
196.00000000000009,5.4589984418718805e-05
196.12500000000009,5.4543367778508124e-05
196.25000000000006,5.449682669945468e-05
196.37500000000003,5.445036101142841e-05
196.50000000000003,5.44039705447899e-05
196.625,5.43576551303891e-05
196.75,5.43114145995638e-05
196.87499999999997,5.426524878413743e-05
196.99999999999994,5.421915751641758e-05
197.12499999999994,5.417314062919434e-05
197.24999999999991,5.412719795573857e-05
197.37500000000009,5.408132932980031e-05
197.50000000000006,5.4035534585606915e-05
197.62500000000006,5.3989813557861935e-05
197.75000000000003,5.3944166081742994e-05
197.87500000000003,5.389859199290014e-05
198.0,5.3853091127454325e-05
198.12499999999997,5.3807663321995674e-05
198.24999999999997,5.3762308413581774e-05
198.37499999999994,5.371702623973626e-05
198.49999999999994,5.36718166384468e-05
198.62499999999991,5.3626679448163786e-05
198.75000000000009,5.358161450779864e-05
198.87500000000006,5.353662165672226e-05
199.00000000000006,5.34917007347632e-05
199.12500000000003,5.344685158220621e-05
199.25000000000003,5.340207403979088e-05
199.375,5.335736794870966e-05
199.49999999999997,5.331273315060657e-05
199.62499999999997,5.326816948757545e-05
199.74999999999994,5.322367680215837e-05
199.87499999999994,5.317925493734448e-05
199.99999999999991,5.313490373656852e-05
200.12500000000009,5.309062304370865e-05
200.25000000000006,5.304641270308566e-05
200.37500000000006,5.300227255946085e-05
200.50000000000003,5.295820245803494e-05
200.62500000000003,5.291420224444638e-05
200.75,5.2870271764769726e-05
200.87499999999997,5.282641086551399e-05
200.99999999999997,5.278261939362121e-05
201.12499999999994,5.273889719646522e-05
201.24999999999994,5.2695244121849806e-05
201.37500000000009,5.2651660018007555e-05
201.50000000000009,5.2608144733598345e-05
201.62500000000006,5.25646981177078e-05
201.75000000000006,5.252132001984586e-05
201.87500000000003,5.2478010289945336e-05
202.0,5.2434768778360375e-05
202.125,5.239159533586516e-05
202.24999999999997,5.2348489813652394e-05
202.37499999999997,5.2305452063331886e-05
202.49999999999994,5.2262481936929046e-05
202.62499999999991,5.221957928688355e-05
202.75000000000009,5.2176743966048146e-05
202.87500000000009,5.213397582768686e-05
203.00000000000006,5.209127472547375e-05
203.12500000000006,5.204864051349179e-05
203.25000000000003,5.200607304623069e-05
203.375,5.1963572178586226e-05
203.5,5.1921137765858623e-05
203.62499999999997,5.1878769663751135e-05
203.74999999999997,5.183646772836842e-05
203.87499999999994,5.179423181621616e-05
203.99999999999991,5.1752061784198656e-05
204.12500000000009,5.1709957489618214e-05
204.25000000000009,5.166791879017327e-05
204.37500000000006,5.162594554395761e-05
204.50000000000003,5.1584037609458116e-05
204.62500000000003,5.154219484555423e-05
204.75,5.150041711151642e-05
204.875,5.145870426700438e-05
204.99999999999997,5.141705617206639e-05
205.12499999999994,5.137547268713746e-05
205.24999999999994,5.1333953673038724e-05
205.37499999999991,5.1292498990975604e-05
205.50000000000009,5.125110850253674e-05
205.62500000000009,5.120978206969285e-05
205.75000000000006,5.1168519554794934e-05
205.87500000000003,5.112732082057363e-05
206.00000000000003,5.108618573013727e-05
206.125,5.104511414697115e-05
206.25,5.1004105934935786e-05
206.37499999999997,5.0963160958266084e-05
206.49999999999994,5.0922279081569775e-05
206.62499999999994,5.088146016982635e-05
206.74999999999991,5.084070408838578e-05
206.87500000000009,5.0800010702967275e-05
207.00000000000006,5.075937987965799e-05
207.12500000000006,5.07188114849116e-05
207.25000000000003,5.0678305385547625e-05
207.37500000000003,5.063786144874938e-05
207.5,5.0597479542063695e-05
207.62499999999997,5.0557159533398974e-05
207.74999999999997,5.0516901291024475e-05
207.87499999999994,5.047670468356887e-05
207.99999999999994,5.0436569580019464e-05
208.12499999999991,5.039649584972079e-05
208.25000000000009,5.035648336237307e-05
208.37500000000006,5.031653198803185e-05
208.50000000000006,5.0276641597105676e-05
208.62500000000003,5.023681206035595e-05
208.75000000000003,5.019704324889513e-05
208.875,5.015733503418568e-05
208.99999999999997,5.0117687288038975e-05
209.12499999999997,5.007809988261406e-05
209.24999999999994,5.003857269041658e-05
209.37499999999994,4.999910558429742e-05
209.49999999999991,4.9959698437452066e-05
209.62500000000009,4.992035112341892e-05
209.75000000000006,4.988106351607822e-05
209.87500000000006,4.9841835489651434e-05
210.00000000000003,4.980266691869936e-05
210.125,4.97635576781219e-05
210.25,4.972450764315614e-05
210.37499999999997,4.968551668937597e-05
210.49999999999997,4.964658469269041e-05
210.62499999999994,4.96077115293429e-05
210.74999999999991,4.956889707591004e-05
210.87500000000009,4.9530141209300385e-05
211.00000000000009,4.94914438067537e-05
211.12500000000006,4.945280474583927e-05
211.25000000000006,4.9414223904455494e-05
211.37500000000003,4.9375701160828184e-05
211.5,4.93372363935101e-05
211.625,4.9298829481379336e-05
211.74999999999997,4.9260480303638766e-05
211.87499999999997,4.9222188739814654e-05
211.99999999999994,4.9183954669755554e-05
212.12499999999991,4.914577797363157e-05
212.25000000000009,4.91076585319329e-05
212.37500000000009,4.906959622546928e-05
212.50000000000006,4.903159093536817e-05
212.62500000000006,4.899364254307459e-05
212.75000000000003,4.895575093034937e-05
212.875,4.8917915979268616e-05
213.0,4.8880137572222304e-05
213.12499999999997,4.884241559191367e-05
213.24999999999994,4.8804749921357796e-05
213.37499999999994,4.8767140443880974e-05
213.49999999999991,4.87295870431196e-05
213.62500000000009,4.869208960301901e-05
213.75000000000009,4.865464800783259e-05
213.87500000000006,4.861726214212097e-05
214.00000000000003,4.85799318907509e-05
214.12500000000003,4.854265713889422e-05
214.25,4.850543777202682e-05
214.375,4.8468273675927715e-05
214.49999999999997,4.84311647366779e-05
214.62499999999994,4.839411084065979e-05
214.74999999999994,4.8357111874555557e-05
214.87499999999991,4.832016772534687e-05
215.00000000000009,4.8283278280313274e-05
215.12500000000009,4.824644342703146e-05
215.25000000000006,4.820966305337445e-05
215.37500000000003,4.817293704751071e-05
215.50000000000003,4.813626529790292e-05
215.625,4.809964769330725e-05
215.75,4.8063084122772926e-05
215.87499999999997,4.802657447564024e-05
215.99999999999994,4.799011864154053e-05
216.12499999999994,4.7953716510395124e-05
216.24999999999991,4.7917367972413914e-05
216.37500000000009,4.7881072918094785e-05
216.50000000000006,4.7844831238222715e-05
216.62500000000006,4.780864282386867e-05
216.75000000000003,4.777250756638841e-05
216.87500000000003,4.773642535742234e-05
217.0,4.770039608889381e-05
217.12499999999997,4.766441965300859e-05
217.24999999999997,4.762849594225411e-05
217.37499999999994,4.759262484939829e-05
217.49999999999994,4.755680626748882e-05
217.62499999999991,4.752104008985204e-05
217.75000000000009,4.7485326210092565e-05
217.87500000000006,4.744966452209206e-05
218.00000000000006,4.741405492000829e-05
218.12500000000003,4.73784972982744e-05
218.25000000000003,4.734299155159808e-05
218.375,4.7307537574960484e-05
218.49999999999997,4.7272135263615525e-05
218.62499999999997,4.7236784513088986e-05
218.74999999999994,4.720148521917726e-05
218.87499999999994,4.716623727794705e-05
218.99999999999991,4.713104058573424e-05
219.12500000000009,4.709589503914316e-05
219.25000000000006,4.7060800535045636e-05
219.37500000000006,4.7025756970580305e-05
219.50000000000003,4.699076424315173e-05
219.625,4.695582225042947e-05
219.75,4.692093089034746e-05
219.87499999999997,4.688609006110286e-05
219.99999999999997,4.6851299661155335e-05
220.12499999999994,4.681655958922649e-05
220.24999999999991,4.678186974429888e-05
220.37500000000009,4.674723002561477e-05
220.50000000000009,4.6712640332676086e-05
220.62500000000006,4.667810056524312e-05
220.75000000000006,4.6643610623333866e-05
220.87500000000003,4.660917040722304e-05
221.0,4.65747798174416e-05
221.125,4.654043875477557e-05
221.24999999999997,4.6506147120265316e-05
221.37499999999997,4.6471904815204955e-05
221.49999999999994,4.64377117411413e-05
221.62499999999991,4.6403567799873324e-05
221.75000000000009,4.636947289345123e-05
221.87500000000009,4.6335426924175695e-05
222.00000000000006,4.6301429794597186e-05
222.12500000000003,4.6267481407515024e-05
222.25000000000003,4.623358166597676e-05
222.375,4.6199730473277504e-05
222.5,4.61659277329586e-05
222.62499999999997,4.613217334880762e-05
222.74999999999994,4.6098467224856716e-05
222.87499999999994,4.606480926538256e-05
222.99999999999991,4.603119937490541e-05
223.12500000000009,4.599763745818802e-05
223.25000000000009,4.5964123420235345e-05
223.37500000000006,4.5930657166294116e-05
223.50000000000003,4.589723860185108e-05
223.62500000000003,4.586386763263295e-05
223.75,4.5830544164606225e-05
223.875,4.579726810397486e-05
223.99999999999997,4.576403935718098e-05
224.12499999999994,4.573085783090331e-05
224.24999999999994,4.569772343205685e-05
224.37499999999991,4.566463606779164e-05
224.50000000000009,4.56315956454928e-05
224.62500000000006,4.559860207277934e-05
224.75000000000006,4.556565525750299e-05
224.87500000000003,4.553275510774879e-05
225.00000000000003,4.5499901531832855e-05
225.125,4.546709443830307e-05
225.24999999999997,4.543433373593709e-05
225.37499999999997,4.540161933374233e-05
225.49999999999994,4.5368951140955286e-05
225.62499999999994,4.5336329067040626e-05
225.74999999999991,4.530375302169063e-05
225.87500000000009,4.527122291482452e-05
226.00000000000006,4.523873865658772e-05
226.12500000000006,4.5206300157351055e-05
226.25000000000003,4.517390732771014e-05
226.37500000000003,4.5141560078484805e-05
226.5,4.510925832071832e-05
226.62499999999997,4.507700196567653e-05
226.74999999999997,4.504479092484731e-05
226.87499999999994,4.501262510993994e-05
226.99999999999994,4.4980504432884257e-05
227.12499999999991,4.4948428805830325e-05
227.25000000000009,4.4916398141147636e-05
227.37500000000006,4.488441235142403e-05
227.50000000000006,4.48524713494656e-05
227.62500000000003,4.4820575048295814e-05
227.75000000000003,4.4788723361154774e-05
227.875,4.47569162014987e-05
227.99999999999997,4.472515348299913e-05
228.12499999999997,4.469343511954263e-05
228.24999999999994,4.466176102522953e-05
228.37499999999994,4.4630131114373886e-05
228.50000000000009,4.459854530150241e-05
228.62500000000009,4.456700350135386e-05
228.75000000000006,4.453550562887862e-05
228.87500000000006,4.4504051599237835e-05
229.00000000000003,4.44726413278031e-05
229.125,4.444127473015516e-05
229.25,4.440995172208404e-05
229.37499999999997,4.437867221958785e-05
229.49999999999997,4.434743613887274e-05
229.62499999999994,4.4316243396351495e-05
229.74999999999991,4.428509390864377e-05
229.87500000000009,4.425398759257489e-05
230.00000000000009,4.4222924365175404e-05
230.12500000000006,4.419190414368063e-05
230.25000000000006,4.416092684552967e-05
230.37500000000003,4.412999238836534e-05
230.5,4.409910069003246e-05
230.625,4.406825166857874e-05
230.74999999999997,4.403744524225291e-05
230.87499999999997,4.400668132950478e-05
230.99999999999994,4.397595984898419e-05
231.12499999999991,4.394528071954096e-05
231.25000000000009,4.391464386022407e-05
231.37500000000009,4.388404919028072e-05
231.50000000000006,4.3853496629156726e-05
231.62500000000003,4.38229860964949e-05
231.75000000000003,4.379251751213478e-05
231.875,4.376209079611209e-05
232.0,4.373170586865872e-05
232.12499999999997,4.370136265020085e-05
232.24999999999994,4.3671061061359225e-05
232.37499999999994,4.364080102294864e-05
232.49999999999991,4.361058245597674e-05
232.62500000000009,4.3580405281644195e-05
232.75000000000009,4.3550269421343784e-05
232.87500000000006,4.352017479665982e-05
233.00000000000003,4.349012132936736e-05
233.12500000000003,4.346010894143225e-05
233.25,4.3430137555009954e-05
233.375,4.340020709244522e-05
233.49999999999997,4.33703174762718e-05
233.62499999999994,4.334046862921123e-05
233.74999999999994,4.3310660474172834e-05
233.87499999999991,4.3280892934253033e-05
234.00000000000009,4.325116593273458e-05
234.12500000000006,4.322147939308634e-05
234.25000000000006,4.31918332389626e-05
234.37500000000003,4.31622273942025e-05
234.50000000000003,4.3132661782829355e-05
234.625,4.310313632905042e-05
234.74999999999997,4.3073650957256136e-05
234.87499999999997,4.304420559201967e-05
234.99999999999994,4.3014800158096084e-05
235.12499999999994,4.298543458042246e-05
235.24999999999991,4.295610878411659e-05
235.37500000000009,4.2926822694476896e-05
235.50000000000006,4.289757623698179e-05
235.62500000000006,4.2868369337289176e-05
235.75000000000003,4.28392019212358e-05
235.87500000000003,4.281007391483665e-05
236.0,4.2780985244284886e-05
236.12499999999997,4.2751935835950946e-05
236.24999999999997,4.272292561638208e-05
236.37499999999994,4.269395451230202e-05
236.49999999999994,4.2665022450610306e-05
236.62499999999991,4.2636129358381906e-05
236.75000000000009,4.260727516286638e-05
236.87500000000006,4.25784597914881e-05
237.00000000000006,4.254968317184486e-05
237.12500000000003,4.252094523170789e-05
237.25,4.249224589902118e-05
237.375,4.246358510190102e-05
237.49999999999997,4.2434962768635635e-05
237.62499999999997,4.240637882768419e-05
237.74999999999994,4.2377833207676754e-05
237.87499999999991,4.2349325837413526e-05
238.00000000000009,4.232085664586456e-05
238.12500000000009,4.2292425562168866e-05
238.25000000000006,4.22640325156344e-05
238.37500000000006,4.223567743573723e-05
238.50000000000003,4.2207360252120985e-05
238.625,4.217908089459691e-05
238.75,4.215083929314298e-05
238.87499999999997,4.212263537790367e-05
238.99999999999997,4.20944690791893e-05
239.12499999999994,4.206634032747576e-05
239.24999999999991,4.203824905340392e-05
239.37500000000009,4.201019518777935e-05
239.50000000000009,4.1982178661571186e-05
239.62500000000006,4.195419940591277e-05
239.75000000000006,4.1926257352099556e-05
239.87500000000003,4.189835243159042e-05
240.0,4.187048457600554e-05
240.125,4.1842653717126604e-05
240.24999999999997,4.181485978689705e-05
240.37499999999997,4.178710271742027e-05
240.49999999999994,4.175938244096029e-05
240.62499999999991,4.1731698889940486e-05
240.75000000000009,4.170405199694412e-05
240.87500000000009,4.167644169471285e-05
241.00000000000006,4.164886791614696e-05
241.12500000000003,4.162133059430505e-05
241.25000000000003,4.159382966240232e-05
241.375,4.156636505381177e-05
241.5,4.153893670206269e-05
241.62499999999997,4.151154454084039e-05
241.74999999999994,4.1484188503985754e-05
241.87499999999994,4.1456868525494916e-05
241.99999999999991,4.142958453951879e-05
242.12500000000009,4.1402336480362664e-05
242.25000000000009,4.137512428248575e-05
242.37500000000006,4.134794788050061e-05
242.50000000000003,4.132080720917301e-05
242.62500000000003,4.1293702203421216e-05
242.75,4.126663279831578e-05
242.875,4.1239598929078976e-05
242.99999999999997,4.121260053108428e-05
243.12499999999994,4.118563753985613e-05
243.24999999999994,4.115870989106943e-05
243.37499999999991,4.113181752054917e-05
243.50000000000009,4.110496036426983e-05
243.62500000000006,4.1078138358355137e-05
243.75000000000006,4.105135143907756e-05
243.87500000000003,4.102459954285773e-05
244.00000000000003,4.099788260626409e-05
244.125,4.097120056601255e-05
244.24999999999997,4.094455335896595e-05
244.37499999999997,4.0917940922133713e-05
244.49999999999994,4.089136319267159e-05
244.62499999999994,4.086482010788109e-05
244.74999999999991,4.08383116052091e-05
244.87500000000009,4.0811837622247726e-05
245.00000000000006,4.078539809673359e-05
245.12500000000006,4.0758992966547425e-05
245.25000000000003,4.073262216971379e-05
245.37500000000003,4.0706285644400405e-05
245.5,4.0679983328918056e-05
245.62499999999997,4.065371516171972e-05
245.74999999999997,4.062748108140083e-05
245.87499999999994,4.060128102669831e-05
245.99999999999994,4.0575114936490586e-05
246.12499999999991,4.0548982749797067e-05
246.25000000000009,4.0522884405777816e-05
246.37500000000006,4.049681984373299e-05
246.50000000000006,4.047078900310247e-05
246.62500000000003,4.044479182346563e-05
246.75,4.041882824454057e-05
246.875,4.03928982061841e-05
246.99999999999997,4.036700164839114e-05
247.12499999999997,4.034113851129435e-05
247.24999999999994,4.03153087351638e-05
247.37499999999991,4.0289512260406755e-05
247.50000000000009,4.026374902756712e-05
247.62500000000009,4.023801897732518e-05
247.75000000000006,4.0212322050497104e-05
247.87500000000006,4.018665818803435e-05
248.00000000000003,4.016102733102387e-05
248.125,4.013542942068735e-05
248.25,4.0109864398380285e-05
248.37499999999997,4.008433220559291e-05
248.49999999999997,4.0058832783948384e-05
248.62499999999994,4.0033366075203755e-05
248.74999999999991,4.000793202124849e-05
248.87500000000009,3.9982530564104916e-05
249.00000000000009,3.99571616459271e-05
249.12500000000006,3.9931825209001176e-05
249.25000000000003,3.990652119574481e-05
249.37500000000003,3.988124954870645e-05
249.5,3.985601021056502e-05
249.625,3.9830803124130164e-05
249.74999999999997,3.98056282323411e-05
249.87499999999994,3.978048547826708e-05
249.99999999999994,3.975537480510628e-05
250.12499999999991,3.9730296156186144e-05
250.25000000000009,3.9705249474962424e-05
250.37500000000009,3.9680234705019186e-05
250.50000000000006,3.965525179006852e-05
250.62500000000003,3.9630300673949556e-05
250.75000000000003,3.9605381300628866e-05
250.875,3.958049361419961e-05
251.0,3.9555637558881506e-05
251.12499999999997,3.953081307902004e-05
251.24999999999994,3.9506020119086685e-05
251.37499999999994,3.948125862367822e-05
251.49999999999991,3.945652853751654e-05
251.62500000000009,3.943182980544786e-05
251.75000000000009,3.940716237244327e-05
251.87500000000006,3.938252618359755e-05
252.00000000000003,3.935792118412894e-05
252.12500000000003,3.9333347319379424e-05
252.25,3.930880453481341e-05
252.37499999999997,3.928429277601821e-05
252.49999999999997,3.925981198870322e-05
252.62499999999994,3.9235362118700266e-05
252.74999999999994,3.921094311196237e-05
252.87499999999991,3.918655491456392e-05
253.00000000000009,3.9162197472700676e-05
253.12500000000006,3.913787073268875e-05
253.25000000000006,3.9113574640964915e-05
253.37500000000003,3.908930914408563e-05
253.50000000000003,3.9065074188727474e-05
253.625,3.9040869721686216e-05
253.74999999999997,3.901669568987657e-05
253.87499999999997,3.899255204033195e-05
253.99999999999994,3.896843872020412e-05
254.12499999999994,3.894435567676273e-05
254.24999999999991,3.892030285739524e-05
254.37500000000009,3.889628020960625e-05
254.50000000000006,3.887228768101755e-05
254.62500000000006,3.884832521936744e-05
254.75000000000003,3.882439277251067e-05
254.87500000000003,3.880049028841832e-05
255.0,3.877661771517697e-05
255.12499999999997,3.8752775000988526e-05
255.24999999999997,3.8728962094171616e-05
255.37499999999994,3.870517894315741e-05
255.49999999999994,3.8681425496493634e-05
255.62500000000009,3.865770170284177e-05
255.75000000000009,3.8634007510977154e-05
255.87500000000006,3.8610342869788894e-05
256.00000000000006,3.8586707728279186e-05
256.12500000000006,3.8563102035563514e-05
256.25,3.8539525740868664e-05
256.375,3.851597879353651e-05
256.5,3.849246114301827e-05
256.62499999999994,3.8468972738877896e-05
256.74999999999994,3.8445513530791325e-05
256.87499999999994,3.842208346854491e-05
257.0000000000001,3.8398682502036455e-05
257.12500000000006,3.837531058127444e-05
257.25000000000006,3.83519676563775e-05
257.37500000000006,3.83286536775741e-05
257.5,3.830536859520291e-05
257.625,3.8282112359711945e-05
257.75,3.8258884921657726e-05
257.875,3.823568623170638e-05
257.99999999999994,3.8212516240632225e-05
258.12499999999994,3.818937489931787e-05
258.24999999999994,3.816626215875362e-05
258.3750000000001,3.8143177970037684e-05
258.50000000000006,3.812012228437542e-05
258.62500000000006,3.80970950530795e-05
258.75000000000006,3.807409622756926e-05
258.875,3.805112575937047e-05
259.0,3.8028183600115284e-05
259.125,3.800526970154162e-05
259.25,3.7982384015493215e-05
259.37499999999994,3.79595264939192e-05
259.49999999999994,3.7936697088873825e-05
259.62499999999994,3.791389575251611e-05
259.7500000000001,3.789112243710962e-05
259.87500000000006,3.786837709502214e-05
260.00000000000006,3.784565967872554e-05
260.12500000000006,3.782297014079537e-05
260.25,3.780030843391074e-05
260.375,3.77776745108537e-05
260.5,3.775506832450936e-05
260.62499999999994,3.77324898278654e-05
260.74999999999994,3.7709938974011785e-05
260.87499999999994,3.768741571614069e-05
260.99999999999994,3.766492000754599e-05
261.1250000000001,3.764245180162303e-05
261.25000000000006,3.762001105186835e-05
261.37500000000006,3.759759771187966e-05
261.50000000000006,3.75752117353552e-05
261.625,3.7552853076093715e-05
261.75,3.753052168799409e-05
261.875,3.750821752505523e-05
261.99999999999994,3.7485940541375615e-05
262.12499999999994,3.746369069115315e-05
262.24999999999994,3.744146792868491e-05
262.37499999999994,3.741927220836675e-05
262.50000000000006,3.7397103484693174e-05
262.62500000000006,3.737496171225703e-05
262.75000000000006,3.7352846845749264e-05
262.87500000000006,3.733075883995887e-05
263.0,3.7308697649772285e-05
263.125,3.728666323017327e-05
263.25,3.7264655536242836e-05
263.37499999999994,3.724267452315845e-05
263.49999999999994,3.7220720146194596e-05
263.62499999999994,3.719879236072175e-05
263.7499999999999,3.717689112220637e-05
263.87500000000006,3.715501638621072e-05
264.00000000000006,3.713316810839232e-05
264.12500000000006,3.711134624450444e-05
264.25000000000006,3.7089550750394966e-05
264.375,3.706778158200692e-05
264.5,3.704603869537768e-05
264.625,3.7024322046639075e-05
264.74999999999994,3.700263159201696e-05
264.87499999999994,3.6980967287830964e-05
264.99999999999994,3.695932909049458e-05
265.1250000000001,3.693771695651436e-05
265.25000000000006,3.691613084248993e-05
265.37500000000006,3.6894570705114077e-05
265.50000000000006,3.687303650117154e-05
265.62500000000006,3.685152818754002e-05
265.75,3.6830045721189135e-05
265.875,3.6808589059180256e-05
266.0,3.678715815866628e-05
266.12499999999994,3.676575297689165e-05
266.24999999999994,3.674437347119183e-05
266.37499999999994,3.6723019598992975e-05
266.5000000000001,3.670169131781221e-05
266.62500000000006,3.668038858525683e-05
266.75000000000006,3.6659111359024394e-05
266.87500000000006,3.663785959690273e-05
267.0,3.661663325676925e-05
267.125,3.659543229659116e-05
267.25,3.657425667442474e-05
267.375,3.655310634841574e-05
267.49999999999994,3.6531981276798424e-05
267.62499999999994,3.6510881417895805e-05
267.74999999999994,3.648980673011927e-05
267.8750000000001,3.6468757171968215e-05
268.00000000000006,3.6447732702029744e-05
268.12500000000006,3.642673327897878e-05
268.25000000000006,3.640575886157759e-05
268.375,3.638480940867543e-05
268.5,3.636388487920866e-05
268.625,3.634298523220027e-05
268.75,3.632211042675973e-05
268.87499999999994,3.630126042208299e-05
268.99999999999994,3.6280435177452096e-05
269.12499999999994,3.6259634652234804e-05
269.2500000000001,3.62388588058848e-05
269.37500000000006,3.6218107597941344e-05
269.50000000000006,3.6197380988028966e-05
269.62500000000006,3.6176678935857344e-05
269.75,3.615600140122101e-05
269.875,3.613534834399884e-05
270.0,3.61147197241543e-05
270.12499999999994,3.609411550173479e-05
270.24999999999994,3.6073535636871654e-05
270.37499999999994,3.6052980089779726e-05
270.49999999999994,3.60324488207572e-05
270.6250000000001,3.601194179018543e-05
270.75000000000006,3.5991458958529054e-05
270.87500000000006,3.59710002863356e-05
271.00000000000006,3.595056573423521e-05
271.125,3.5930155262940515e-05
271.25,3.59097688332464e-05
271.375,3.5889406406030006e-05
271.49999999999994,3.5869067942249894e-05
271.62499999999994,3.584875340294695e-05
271.74999999999994,3.582846274924193e-05
271.87499999999994,3.580819594233756e-05
272.00000000000006,3.5787952943517426e-05
272.12500000000006,3.5767733714146044e-05
272.25000000000006,3.5747538215668426e-05
272.37500000000006,3.572736640960988e-05
272.5,3.570721825757635e-05
272.625,3.568709372125322e-05
272.75,3.56669927624067e-05
272.87499999999994,3.5646915342882054e-05
272.99999999999994,3.562686142460354e-05
273.12499999999994,3.5606830969574554e-05
273.2499999999999,3.558682393987737e-05
273.37500000000006,3.5566840297672805e-05
273.50000000000006,3.554688000520007e-05
273.62500000000006,3.552694302477659e-05
273.75000000000006,3.550702931879783e-05
273.875,3.548713884973707e-05
274.0,3.5467271580145584e-05
274.125,3.544742747265224e-05
274.24999999999994,3.542760648996345e-05
274.37499999999994,3.540780859486294e-05
274.49999999999994,3.53880337502115e-05
274.6250000000001,3.5368281918946905e-05
274.75000000000006,3.534855306408371e-05
274.87500000000006,3.5328847148712756e-05
275.00000000000006,3.5309164136001066e-05
275.125,3.528950398919166e-05
275.25,3.526986667160295e-05
275.375,3.525025214662892e-05
275.5,3.523066037773872e-05
275.62499999999994,3.5211091328476884e-05
275.74999999999994,3.51915449624629e-05
275.87499999999994,3.517202124339103e-05
276.0000000000001,3.5152520135030354e-05
276.12500000000006,3.5133041601224504e-05
276.25000000000006,3.511358560589153e-05
276.37500000000006,3.5094152113023586e-05
276.5,3.5074741086687e-05
276.625,3.5055352491021535e-05
276.75,3.503598629024056e-05
276.875,3.501664244863084e-05
276.99999999999994,3.499732093055247e-05
277.12499999999994,3.497802170043825e-05
277.24999999999994,3.495874472279396e-05
277.3750000000001,3.4939489962198064e-05
277.50000000000006,3.492025738330153e-05
277.62500000000006,3.490104695082737e-05
277.75000000000006,3.4881858629570784e-05
277.875,3.4862692384399014e-05
278.0,3.484354818025072e-05
278.125,3.482442598213643e-05
278.24999999999994,3.480532575513795e-05
278.37499999999994,3.4786247464408376e-05
278.49999999999994,3.476719107517184e-05
278.62499999999994,3.47481565527234e-05
278.7500000000001,3.4729143862428784e-05
278.87500000000006,3.471015296972416e-05
279.00000000000006,3.4691183840116175e-05
279.12500000000006,3.4672236439181435e-05
279.25,3.46533107325665e-05
279.375,3.463440668598742e-05
279.5,3.461552426523006e-05
279.62499999999994,3.4596663436149996e-05
279.74999999999994,3.45778241646718e-05
279.87499999999994,3.455900641678937e-05
279.99999999999994,3.4540210158565326e-05
280.1250000000001,3.452143535613128e-05
280.25000000000006,3.45026819756875e-05
280.37500000000006,3.4483949983502875e-05
280.50000000000006,3.4465239345914496e-05
280.625,3.444655002932714e-05
280.75,3.442788200021387e-05
280.875,3.4409235225115484e-05
280.99999999999994,3.439060967064046e-05
281.12499999999994,3.437200530346443e-05
281.24999999999994,3.4353422090330394e-05
281.37499999999994,3.4334859998048524e-05
