symbol_index,normalized_pam4_symbol,tx_center_sample_v,channel_center_sample_v
512,-3.0,-0.44795925868591885,-0.07273518575089531
538,-3.0,-0.4460891134249251,0.00279354586858303
563,-3.0,-0.4477887241088483,-0.0013762964185961369
589,1.0,0.15135858175244843,-0.011852186776218283
615,-1.0,-0.14643024581011005,-0.010244711895158288
640,-1.0,-0.1467714970468994,-0.0878696208061973
666,1.0,0.14982943580437505,0.050689574511927044
691,1.0,0.15187009131991086,0.1267837860219603
717,-1.0,-0.1500000779746721,-0.08630384542233191
743,-3.0,-0.4447308114073367,-0.032034454616616
768,-3.0,-0.44830046511686067,-0.17443932229462733
794,-1.0,-0.14660094224445358,-0.04254660254903794
820,3.0,0.4447306909446642,-0.005409951127381917
845,3.0,0.44608935120200177,-0.013718952236995478
871,-1.0,-0.14830038296329764,-0.02933523592579772
897,1.0,0.1513585265520181,-0.043187720096308835
922,1.0,0.15000009118583774,0.08270165442768768
948,-1.0,-0.1466008830822602,0.025420098898715184
974,-1.0,-0.15169961286402078,-0.07922599061590335
999,-1.0,-0.15169941688684568,-0.0781205556761583
1025,1.0,0.1467712916608068,-0.021117260438918067
1050,-3.0,-0.44660089940758185,-0.1328004672843472
1076,1.0,0.14677126176856004,-0.034683539254172696
1102,-1.0,-0.14677132971622275,0.0005068760342463825
1127,3.0,0.4481297579523269,0.04553204901021764
1153,-3.0,-0.44999997334945707,-0.09395115188109998
1179,1.0,0.14847073001510253,0.004257364477693992
1204,-1.0,-0.1483003298679696,-0.033472919092795754
1230,-1.0,-0.15152913032978765,-0.016983502630693238
1256,1.0,0.14795938612547482,0.019481614299351857
1281,-1.0,-0.14643026782848237,-0.024831039963582345
1307,-3.0,-0.44625986816396623,-0.06334363525251152
1333,-3.0,-0.44965883616342617,-0.029635449697470343
1358,1.0,0.14677125846912015,-0.025413285638587427
1384,-1.0,-0.14847104153252544,-0.14008828657680666
1409,1.0,0.14643029948941066,-0.04251125047786271
1435,-3.0,-0.44812983509997384,-0.13384124847394893
1461,-1.0,-0.1498294111967296,0.0031425654982527177
1486,-1.0,-0.1515292453556396,-0.04953718907011638
1512,1.0,0.1462597121013433,-0.0824256688043185
1538,-1.0,-0.14830038758107783,-0.04208149418465976
1563,3.0,0.4477887155578507,0.0022972719140591904
1589,3.0,0.4443896881547321,0.03964687363014631
1615,-1.0,-0.1483005254530978,-0.026361717365526165
1640,-3.0,-0.44965901355274923,-0.11543336792845639
1666,-1.0,-0.14625991967504776,0.0003755950250105876
1691,-3.0,-0.44982941521160524,-0.0988031480742578
1717,-3.0,-0.4443898274170033,0.054129797883004274
1743,1.0,0.15152899691784727,-0.026031110671657448
1768,3.0,0.444901239046666,0.04275578073299425
